ID,UtilityTypeId,Title,URL,Phone,Source,Type
4726,4,Greenville Utilities Commission (GUC) - NC,https://www.guc.com/start-or-stop-service,8557672482,staff,link
5841,6,City of Fontana,https://www.fontanaca.gov/262/customer-services,9093507675,staff,link
4184,2,White River Valley Electric Cooperative,https://www.whiteriver.org/electric-services/membership/,4173359335,staff,link
3832,6,Onslow Water and Sewer Authority (ONWASA),https://www.onwasa.com/186/establishing-service,9104550722,staff,link
3274,6,Gallatin Public Utilities,https://www.gallatinutilities.com/wastewater/wastewater,6154515922,staff,link
2165,3,Village of Romeoville IL,https://www.romeoville.org/210/water-sewer-new-accounts,8158867212,staff,link
3951,3,City of Bluffdale,https://www.bluffdale.gov/658/6215/water-garbage-service-application?activelivetab=widgets,8012542200,staff,link
2723,3,City of Ferndale - MI,https://ferndalemi.seamlessdocs.com/f/onlinewater,2485462514,staff,link
3965,3,City of Oak Harbor WA,https://wa-oakharbor.civicplus.com/344/activating-stopping-utility-service,3602794530,staff,link
3007,3,Brooklyn Park,https://www.brooklynpark.org/city-utilities/water-and-utility-billing/#starting-your-water-service,7634938185,staff,link
2720,3,"Prescott Valley, AZ",https://www.prescottvalley-az.gov/1382/Start-Stop-Service,9287593020,staff,link
2721,3,City of Buckeye,https://www.buckeyeaz.gov/community/residents/utility-billing-customer-service/forms,6233496100,partner,link
2729,2,Rappahannock Electric Cooperative,https://myrec.coop,8005523904,partner,link
3155,6,City of Plano,https://cus.plano.gov/services#,9729417000,staff,link
3118,3,"Luxemburg, WI",https://luxemburgusa.com/general_information/water___sewer.php,9208452722,staff,link
2731,6,City of Portsmouth,https://utilities.portsmouthva.gov/171/Customer-Service?duplicated,7573938524,staff,link
8157,3,"Black Hawk, CO",https://www.cityofblackhawk.org/water-department,3035822221,staff,link
3227,3,East Niles Community Services District (CSD),https://eastnilescsd.org/,611872011 ,staff,link
1579,3,HRSD/HRUBS,https://www.norfolk.gov/3858/start-or-stop-service,7574602491,partner,link
3742,3,Valley View Mutual Water Company,https://vvmwater.org/,6269602759,staff,link
5033,3,West Robertson Water Authority,https://wrwatn.com/,6156962266,staff,link
15734,6,North Vernon Municipal Utilities,https://www.northvernon-in.gov/departments/utilities.php,8123464691,staff,link
4707,3,City of Nelsonville Water Department,https://www.cityofnelsonville.com/utilities/water-sewer/water-service-agreement-form,7407532151,staff,link
2350,3,"Aqua Virginia, Inc.",https://aquaamerica.com,8779872782,partner,link
8274,3,"City Of Filer, ID",https://www.cityoffiler.us/about,2083265000,staff,link
4567,3,Greenfield Water Utility,https://www.greenfieldin.org/utilities/starting-utility-service,3174774330,staff,link
2988,3,Fort Bend County MUD 19,https://municipalops.com/districts/fort-bend-county-mud-19/,2813675511,staff,link
16165,6,City of Harrington - DE,https://harrington.delaware.gov/waste-water/,3023983530,staff,link
3208,4,Florida Power & Light (FPL,https://www.fpl.com/fpl-app/account/service-orders/region-selector?icid=hctl02,8002263545,staff,link
3263,3,City of Rochester Hills Department of Public Services,https://www.rochesterhills.org/departments/public_services_engineering/index.php,2486564685,staff,link
2768,3,City of Sallisaw,https://www.sallisawok.org/documentcenter/view/17/residential-application-for-utility-service?bidid=,9187756241,staff,link
803,2,Sawnee Electric Cooperative,https://sawnee.coop/residential-faq,7708872363,staff,link
2832,3,Chattanooga,https://chattanooga.gov/public-works,4236436311,staff,link
3317,5,Sanitary Disposal,https://www.sanitary-disposal.com/,5415678842,staff,link
3295,3,South Grayson SUD,https://southgraysonwater.org/new-service-request,9034826231,staff,link
3279,3,City of Breaux Bridge,https://breauxbridgela.net/departments/,3373160674,staff,link
2779,3,City of Fate,https://www.fatetx.gov/326/starting-a-new-service,9728244403,staff,link
6603,5,Souther Pines Trash,https://www.southernpines.net/226/trash-yard-debris,9106934183,staff,link
5434,5,Village of Carthage,http://216.92.126.3/detail.php?&tax=te-9500&s=2&id=23262827,3154932210,staff,link
3436,6,Beaverton Clean Water Service,https://apps2.beavertonoregon.gov/co/formcenter/startwaterservice.aspx,5035262257,staff,link
2734,2,Spanish Fork Power,https://form.jotform.co/73097202109148,8018044500,staff,link
2738,3,City Of Tuttle,https://www.tuttleok.gov/177/water,4053815902,staff,link
5791,5,Citizen Energy,https://www.citizensenergygroup.com/my-account/new-customer-start-service-pnm?water,3179243311,partner,link
7692,3,City of Shreveport - LA,https://www.shreveportlawater.gov//,3186735510,staff,link
7721,2,Darlington IN,http://www.darlingtonindiana.com/utilities.html,7657944496,staff,link
7750,4,Cardinal Natural Gas,https://appnatgas.com/contact-cardinal-southern-division/,3043277161,staff,link
10395,3,City of New Boston,https://www.nbcitytx.org/water-and-sewer.html,9036285596,staff,link
2730,6,Albemarle County Service Authority VA,https://serviceauthority.org/start-stop-service/,4349774511,staff,link
4494,3,Chilton Water Authority,https://chiltonwater.org/,2056463300,staff,link
3264,3,The City of Cedar Rapids Water Division,https://cedar-rapids.org/residents/utilities/water.php,3192865900,staff,link
2828,3,Edgefield County Water,https://ecwsa.com/new-service-request,8032791503,partner,link
2757,5,Meridian Waste - Nassau County Hauling,https://www.meridianwaste.com/residential/waste-pickup/,9048495122,staff,link
2866,3,"Savannah, GA",https://www.savannahga.gov/790/How-to-Set-Up-Service?,9126516460,staff,link
3156,6,Orlando Utilities Comission,https://www.ouc.com/customer-support/for-new-customers,4074239018,staff,link
2740,3,Rural Water District # 13,"https://rwd3washco.com/#:~:text=at%20rural%20water%20district%203,customer%20service%20and%20environmental%20conservation.",9183712055,staff,link
16166,5,City of Milford - DE,https://www.cityofmilford.com/87/Solid-Waste,3024226616,staff,link
3091,3,Southfield Water Department,https://www.cityofsouthfield.com/departments/public-works/water-sewer,2487964850,staff,link
7423,3,Village Of Alsip,https://villageofalsip.org/wp/water-department/,7083856131,staff,link
5531,6,Fishers Utilities,https://fishersin.gov/services-resources/city-services/fishers-utilities/,3175953111,staff,link
5486,3,City of Kingston Water Department,https://kingston-ny.gov/water,8453310175,staff,link
2754,6,Global Water Service,https://gwresources.watersmart.com/index.php/welcome/guestform,8669401102,staff,link
2881,3,The Metropolitan District Commission (CT),https://themdc.org/,8602787850,staff,link
2748,3,"City of Kannapolis, NC",https://www.kannapolisnc.gov/Government-Departments/Customer-Service-Utility-Billing/New-Business-Account,7049204444,staff,link
2759,3,The City of Eloy,https://www.eloyaz.gov/640/water-and-sewer-availability,5204669201,staff,link
2755,3,Town of Carbondale water department,https://carbondalegov.org/departments/utilities/water_department/index.php,9709632733,staff,link
2851,3,"Brunswick, GA",https://www.bgjwsc.org/customer-service/start-stop-or-transfer-service/,9122675500,staff,link
16279,3,City of Lindrstrom,https://www.cityoflindstrom.us/utility-billing,6512570620,staff,link
4996,3,City of El Centro - CA,https://cityofelcentro.org/publicworks/water-and-sewer-accounts/,7603374510,staff,link
3743,6,National City Public Works Department,https://www.nationalcityca.gov/government/engineering-public-works/public-works,6193364580,staff,link
3930,3,Germantown Water Dept,https://www.germantown-tn.gov/work/water-services,9017517605,staff,link
2758,3,East Oxford Water Association - MS,http://www.eastoxfordutilities.com/,6628164090,staff,link
9146,3,Walden's Ridge Utilities,https://www.wrud.org/,4238862683,partner,link
2808,4,Tiger Fuel,https://tigerfuel.com,4342936157,partner,link
3953,3,Polk City,https://mypolkcity.org/departments/public-works/water/,8639841375,staff,link
5593,2,Lexington Utilities - NC,https://www.lexingtonnc.gov/city-services/public-utilities/customer-service/contact-customer-service,3362432489,staff,link
2751,5,City of Coolidge,https://www.coolidgeaz.com/utilities,5207235361,staff,link
9366,3,Town of Chatham - VA,https://www.chatham-ma.gov/303/water-sewer-division,5089455150,staff,link
2749,5,City of Glendale,https://www.glendaleaz.com/cms/one.aspx?portalid=15209085&pageid=16147148,6239303190,staff,link
2771,3,Town of Central - SC,https://cityofcentral.org/new-resident-resources,8646396381,staff,link
2884,4,Dublin Natural Gas,https://www.cityofdublin.org/department/gas_department/index.php,4782775048,staff,link
2780,2,Lexington Electric System,https://lexingtonelectric.com/newservice.html,7319683662,staff,link
2781,4,City Of Parsons,https://cityofparsons.com/utilities.php,7318476358,staff,link
2891,3,Village of Cordova Water Department ,https://villageofcordova.com/government,3093730740,staff,link
8158,3,Clinton Township Public Works Department,https://www.clintontwpnj.gov/public-water-sewer,9087358800,staff,link
2788,3, Quartz Hill Water District,https://qhwd.org/application-for-water-service/,6619433170,staff,link
4594,6,Fox Metro,https://www.foxmetro.org/,6303016881,partner,link
5737,3,Eatonville (FL),https://www.townofeatonville.org/,4076238902,staff,link
6182,3,Collierville Water Dept,https://www.colliervilletn.gov/residents/utilities-430,9014572240,partner,link
4997,3,New Richmond Utilities,https://www.nrutilities.com/service-forms,7152464167,staff,link
8275,6,Morgantown Utility Board - WV,https://mub.org/customer-service/start-service?sewer,3042928443,staff,link
2842,3,"City of Bozeman, MT",https://www.bozeman.net/departments/finance/utilities-services?,4065822333,staff,link
2892,3,Palos Heights Utilities Department,https://palosheights.org/404/water-billing,7083611800,staff,link
3744,6,North Beckley PSD,https://northbeckleypsd.com/,3042532191,partner,link
15790,3,Portsmouth Public Utilities - OH,https://portsmouthohio.org/public-utilities-2/,7403547515,staff,link
4335,3,City of Fairmont Utilities,https://www.fairmontwv.gov/295/new-city-service-customers,3043666213,staff,link
2894,5,Flood Brothers,https://www.floodbrothersdisposal.com/towns-served/bolingbrook,6302610400,partner,link
3120,3,NORTH ALAMO WSC,https://www.nawsc.com/customer-service/english-application-for-water-service/,9563831618,staff,link
2895,3,City of Forest Grove,https://www.forestgrove-or.gov/199/utilities,5039923200,staff,link
3228,5,City of North Port - FL,https://www.northportfl.gov/city-services-and-safety/garbage-recycling/garbage,9414297000,staff,link
6457,6,Brainerd Public Utilities,https://bpu.org/wastewater/,2188298726,staff,link
2907,3,Town of Harrisburg,https://www.harrisburgnc.org/,7044555614,partner,link
2905,5,Westside Disposal Inc - Az,https://www.westsidedisposalinc.com/quote,9285659369,staff,link
2782,2,City of Jackson - GA,https://www.cityofjacksonga.com/index.php/residents/connecting-utilities,7707757535,staff,link
2917,3,City of Hellertown,https://hellertownboroughauthority.org/,6108388051,staff,link
2924,3,"City of Mesquite, TX",https://www.cityofmesquite.com/226/Service-Activation,9722166208,staff,link
2927,3,City of Poughkeepsie Water Department,https://www.townofpoughkeepsie.com/238/Water,8454626535,staff,link
8974,6,Soos Creek Water & Sewer District - WA,https://www.sooscreek.com/billing-information,2536309900,staff,link
2931,3,Hegins Township Municipal Authority,https://www.heginshubleyauthority.com/,5706823228,staff,link
5115,3,Daleville Water Dept,https://www.dalevilleal.com/water-department-1,3345993747,staff,link
5135,5,Best Pick Disposal,https://bestpick.onlineportal.us.com/requestquote,9287756659,partner,link
3380,3,Town of Linden,https://www.aaims.com/utility-company-websites,9109800119,staff,link
2882,4,Salt River Project,https://www.srpnet.com/,6022368888,staff,link
2888,3,"Town of Mullens, WV",https://www.wycowv.com/our-communities,3042947132,staff,link
2890,2,City of Forest Grove,https://www.forestgrove-or.gov/204/light-power,5039923200,staff,link
2936,2,Sussex Rural Electric Cooperative Inc,https://www.sussexrec.com/residential,9738755101,staff,link
3444,3,Town of Pulaski,http://www.pulaskitown.org/departments/,5409948651,staff,link
3612,3,Fowler City Water,https://fowlercity.org/water/,5598343113,staff,link
6807,5,Town of Northlake,https://www.town.northlake.tx.us/340/trash-and-recycling-services,8172222221,staff,link
6976,6,The Wheat Ridge Water District,https://www.wrwdistrict.com/water-rates,3034242844,partner,link
6991,3,Penrose Water District,https://www.penrosewater.com/,7193723289,staff,link
7289,3,The San Gabriel Valley Municipal Water District,https://sgvmwd.com/water-conservation/#rebates,6269697911,staff,link
5842,5,Waste Management,https://www.wm.com/us/en/location/wa/redmond,8555231344,partner,link
6265,3,Colfax Public Utilities - CA,https://colfax-ca.gov/government/finance/utility-billing/,5303462313,staff,link
3996,3,Whitinsville Water Company - MA,https://whitinsvillewater.com/,5082347358,staff,link
15693,6,Charleston Sanitary Board,http://www.csbwv.gov,3043604876,staff,link
5487,3,Caernarvon Township Authority,http://www.caernarvonwater.com/documents/3320_001.pdf,6102861017,staff,link
6163,6,City of Loveland Wastewater,https://www.lovelandwaterandpower.org/about-us/wastewater,9709622111,staff,link
11054,3,Village of Orion - IL,https://www.orionil.org/c/-/?p=generaldownloads.html,3095268139,staff,link
8159,3,Eureka County Public Works - NV,https://www.eurekacountynv.gov/departments/public-works/,7752375372,staff,link
4004,4,City of Layfayette,https://naturalgasconnection.com/pages/financing-rebates,7066391511,staff,link
3157,5,Waste Management FL,https://www.wm.com/us/en/location/fl/orlando,5619320020,staff,link
2245,3,"Powhatan County (Moseley, VA)",https://www.powhatanva.gov/309/Utilities,8045985764,staff,link
3296,3,Stillwater Water Plant - OK,https://stillwaterok.gov/309/start-stop-or-transfer-service,4057428245,staff,link
3942,3,City of Cloverdale,https://www.cloverdale.net/586/water-sewer-services,7078942521,staff,link
9367,3,Malvern Water Works,https://www.malvernar.gov/193/water-works,8882547193,staff,link
3954,3,Windermere Oaks Water Supply Corporation (WOWSC),https://wowsc.org/,8305987511,staff,link
3993,3,Sutton Water,https://www.suttonma.org/sewer-department/pages/water-districts,5084767081,staff,link
5899,3,Smithsburg Maryland,https://www.townofsmithsburg.org/publicworks,3018247234,staff,link
8276,5,Morgantown Utility Board - WV,https://mub.org/customer-service/start-service?trash,3042928443,staff,link
2150,2,MIDDLE TENNESSEE E M C,https://www.mte.com/ServiceRequests,8777779020,staff,link
6183,3,Town of Greentown,https://townofgreentown.com/utilities-1,7656283263,staff,link
6604,6,San Francisco Water Power Sewer,https://www.sfpuc.gov/accounts-services/service-installations/water-service-installation,4155513000,staff,link
5034,3,City of Harrison,https://www.harrisonohio.gov/210/water,5133673728,staff,link
1234,3, ALAMEDA COUNTY WATER DISTRICT,https://www.acwd.org/117/Starting-Stopping-Service,5106684200,staff,link
3964,2,United Cooperative Services - Granbury,https://ucs.net/,8173265232,partner,link
3381,3,New Carlisle City Water Department,https://newcarlisleohio.gov/,9378459492,staff,link
10224,3,Corinth KY,"https://corinth.ky.gov/services/pages/water-district.aspx#:~:text=%e2%80%8b%e2%80%8b%e2%80%8bcorinth%20water,bramlett%20is%20the%20service%20technician.",8598247110,staff,link
9648,3,"MIDDLESEX WATER COMPANY, NJ",https://www.middlesexwater.com/,8005493802,staff,link
4016,3,Town of Princeton Water Department (NC),https://www.myprincetonnc.com/resnewacct,9199368171,staff,link
4001,3,City of Angola,https://www.angolain.org/department/index.php?structureid=25,2606659363,staff,link
3348,5,Philadelphia Streets Department,https://www.phila.gov/departments/department-of-streets/,2156868686,staff,link
4002,6,Flagg Creek Water Reclamation District,https://flaggcreekwrd.org/,6303233299,partner,link
4019,3,City of Goldsboro Public Utilities,https://www.goldsboronc.gov/online-services/,9195804362,staff,link
4021,2,Azusa Light & Water,https://azusaca.gov/1466/Sign-Up-For-Service,6268125225,staff,link
4020,3,City of Toledo Public Works,https://toledo.oh.gov/departments/public-utilities,6414842160,staff,link
11671,3,RFMU Waters - WI,https://rfmu.org/FormCenter/Utilities-11/Residential-Application-for-Permanent-Ut-48,7154250900,staff,link
5953,6,South Boston Virginia,https://www.southboston.com/residents/utilities.php,4345754240,staff,link
274,2,Laurens Electric Cooperative,https://laurenselectric.com/my-account/start-service/,8009423141,staff,link
3122,3,City of Brockton,https://brockton.ma.us/department/water-department/,5085807143,staff,link
3282,3,Reading Area Water Authority,https://www.readingpa.gov/reading-area-water-authority-rawa,6104066300,staff,link
7290,3,Village of Armada - MI,https://www.villageofarmada.org/departments/water_department/index.php,5867849151,staff,link
1682,3,Town of Windsor - CA,https://www.townofwindsor.com/139/Starting-Stopping-Service,7078381004,staff,link
2392,3,City of Watsonville (CA),https://www.watsonville.gov/1230/Utilities,8317683133,staff,link
10225,3,South Harrison Water Corp,"https://www.southharrisonwater.com/#:~:text=south%20harrison%20water%20corporation,update:%20september%2023%2c%202024.",8129683425,staff,link
15791,3,West Basin Water CA,https://www.westbasinca.gov,3102172411,staff,link
3631,2,Silicon Valley Power,https://www.siliconvalleypower.com/svp-and-community/contact-us,4086152300,staff,link
5435,5,City of Lee's Summit,https://cityofls.net/public-works/recycling-trash,8169691800,staff,link
11055,2,Village of Rantoul Electric Division​,https://village.rantoul.il.us/353/Customer-Service,2178926832,staff,link
2163,2,"NAVASOTA VALLEY ELEC COOP, INC",https://navasotavalley.com/existing-structure,9798283232,staff,link
4694,3,Springfield Water and Sewer Commission,https://waterandsewer.org/about-the-commission/mission/,4134521300,staff,link
6558,3,City of Norwalk - IA,https://www.norwalk.iowa.gov/departments/utility_department/index.php,5159810228,staff,link
3420,2,City of Hudson - OH,https://www.hudson.oh.us/282/application-for-utility-services,3303421710,staff,link
5488,3,South Kingstown Water Department,https://www.southkingstownri.gov/533/water-division,4017899331,staff,link
2990,3,Orick Community Services District,https://www.orickcsd.org/,7074885741,staff,link
3445,3,Odenville Water Board,https://oubwater.com/start-service,2056295801,staff,link
3367,2,People’s Energy Cooperative,https://www.peoplesenergy.coop/,8002142694,staff,link
4656,2,Big Bend Electric,https://www.bbec.org/account/account-information/startstop-service/,5096591700,staff,link
4688,3,Dutchess County Water Authority,https://www.dutchessny.gov/departments/water-wastewater/water-and-wastewater-authority.htm#services,8454863601,staff,link
7607,3,City of Estacada,https://www.cityofestacada.org/residents/water-sewer-billing/,5036308270,staff,link
4632,3,The City of Newburgh,https://www.cityofnewburgh-ny.gov/189/our-water-system,8455697300,staff,link
9691,3,Newport - MN,https://www.newportmn.gov/departments/public_works/utilities.php,6514592475,staff,link
4603,3,Eastside Utility District,https://eastsideutility.com/new-service-request,4238922890,staff,link
5624,3,City of Warr Acres,https://www.warracres-ok.gov/water-services/,4052972833,staff,link
3094,3,City of Urbana - OH,https://www.urbanaohio.com/utility-billing2.html,9376524300,staff,link
5900,5,Smithsburg Maryland,https://www.townofsmithsburg.org/sanitation,3018247234,staff,link
3512,3,City of Willow Park Water and Wastewater,https://www.willowparktx.gov/utility-billing,8174417108,staff,link
6605,3,Catawba County,https://www.catawbacountync.gov/county-services/utilities-and-engineering/water-sewer,8284658940,staff,link
4523,3,Waterloo Utilities,https://www.waterlooutilities.com/?,9204782260,partner,link
3095,3,Village Of Mt. Sterling,https://www.ohioruralwater.org/join-orwa.html,7404553911,staff,link
5036,3,Farmington Water System,https://www.fmtn.org/308/water-wastewater-utilities,5055991552,staff,link
16167,5,Pinellas County-FL,https://pinellas.gov/collection-garbage-and-recycling/,7274643000,staff,link
3210,3,City of Belton,https://cityofbeltonsc.com/water-and-sewer-deposit/,8643380058,partner,link
6227,3,The Renovo Borough Water Authority - PA,https://renovoborough.org/,5709231318,staff,link
1203,3,Fairfax Water,https://fwcustomer.org/,7036985800,staff,link
6337,5,City of Madison - WI,https://www.cityofmadison.com/streets/trash-recycling,6082664681,staff,link
3283,3,AVRA WATER COOP INC,https://www.avrawater.com/forms/,5206827331,staff,link
8161,6,City of Wellington,https://www.cityofwellington.net/pview.aspx?id=20837&catid=0,6203262821,staff,link
3298,3,Tellico Area Services System,https://tassonline.org/,8658563530,partner,link
8278,3,"Elberton Utilities, GA",https://elbertonutilities.net/water-wastewater/apply-for-service,7062133278,staff,link
4968,3,City of Fenton,https://www.fentonmo.org/180/public-works,6363498155,staff,link
1058,3,Jurupa Community Services District,https://www.jcsd.us/about-us/contact-us/request-for-services-to-be-turned-on,9516857434,staff,link
3349,3,MarCo Rural Water Co,https://marcoruralwater.org/,8434234680,staff,link
7467,4,St. Croix Gas - WI,https://stcroixgas.com/new/your-account.php,7154256177,staff,link
6097,3,Pawtucket Water Supply Board,https://www.pwsb.org/apply-for/,4017295000,staff,link
3391,3,City of Miamisburg,https://cityofmiamisburg.com/utility-billing/,9378476460,staff,link
4524,3,Orfordville Waterworks,https://www.orfordville.org/faq/set-up-utilities-and-services,6088792004,staff,link
3368,3,City of Stewartville Utilities,https://stewartvillemn.com/services/utilities/,5075334745,staff,link
3253,3,City of Morgan Hill,https://www.morganhill.ca.gov/documentcenter/view/11905/residential-water-application-pdf,4087797221,staff,link
5102,2,Garkane Energy Cooperative,https://www.garkaneenergy.com/service-application,8007475403,staff,link
8977,3,City of Redmond,https://www.redmond.gov/,4255562152,partner,link
3889,5,City of Tulsa Solid Waste Management,https://www.cityoftulsa.org/government/departments/finance/utilities/account-activation-transfer-and-shut-off/?trash,9185962100,staff,link
3189,3,TAVARES WATER DEPARTMENT (4 WPS),https://www.tavares.org/formcenter/finance-forms-6/new-residential-utility-account-applicat-47,3527426400,staff,link
5489,3,Indian River County Utilities,https://indianriver.gov/services/utilities/application_for_service.php,7725678000,staff,link
1052,3,Riverside Public Utilities,https://startservice.riversideca.gov/startresi?water,9517820330,staff,link
4568,3,Clearwater Utilities,https://www.myclearwater.com/pay-my-bill/how-to-start-service,7275624600,staff,link
4657,2,Chelan County Public Utility District,https://www.chelanpud.org/my-pud-services/start-stop-services,5096638121,staff,link
4217,3,Angus Water Supply Corporation - TX,https://anguswsc.myruralwater.com/new-service-request,9038746773,staff,link
9176,3,City of Lodi - CA,https://www.lodi.gov/525/water,2093336700,staff,link
6312,6,Conservice,https://www.conservice.com/about-us/support/,8669477379,partner,link
7291,2,Alfalfa Electric Cooperative,https://www.aec.coop/start-stop-service/,5805963333,staff,link
11673,2,Middleborough Gas & Electric - MA,https://www.mged.com/339/New-Electric-Service,5089471371,staff,link
7661,3,New Holstein Utilities - WI,https://www.nhutilities.org/service-formsapplications?water,9208985776,staff,link
2825,5,Ladson Garbage - OR - Pick Up of Your Choice,https://trashpickupnear.me/south-carolina/,8640000000,partner,link
4969,2,Borough of Zelienople,https://files.zelieboro.org/utility%20sign%20up%20forms%20-%20single.pdf,7244526610,staff,link
3063,6,Otay Water District,https://lf.otaywater.gov/weblink/docview.aspx?id=958426&dbid=0&repo=owd,6196702241,staff,link
3096,3,City of Coalinga,https://www.coalinga.com/367/water-treatment-distribution,5599351533,staff,link
5901,6,Smithsburg Maryland,https://www.townofsmithsburg.org/waterandsewer,3018247234,staff,link
8162,6,Salt Lake City UT,https://www.slc.gov/utilities/wastewater-pretreatment/,8017994041,staff,link
9478,3,Shelburne Falls - MA,https://www.shelburnefallsfiredistrict.org/,4136256392,staff,link
6228,6,Town of Erie Co,https://www.erieco.gov/581/utility-billing,3039262700,staff,link
2826,3,City of Ferris TX,https://www.ferristexas.gov/public-works-department/pages/residential-water-service,9725442110,staff,link
2321,2,Kankakee Valley REMC IN,https://www.kvremc.com/member-services/service-requests/,8005522622,staff,link
3704,3,City of Webster,https://www.cityofwebster.com/484/utilities,2813321826,staff,link
16043,6,City of Raymore - MO,https://www.raymore.com/government/city-departments/resident-utility-services/water-service,8163310488,staff,link
8163,3,Petersburg IN,http://www.petersburg.in.gov/utilities,8126770415,staff,link
3746,3,City of Manson,https://mansoniowa.com/city-services-manson-iowa/,7124693759,staff,link
7378,3,Penns grove sewerage authority - NJ,https://www.pennsgrovesa.org/,8562993103,staff,link
2046,3,"Inglewood City, Water DP",https://www.cityofinglewood.org/1611/water-service,3104125500,staff,link
4604,2,EnergyUnited,https://energyunited.smarthub.coop/ui/#/newconnect/servicelocation,8005223793,staff,link
3975,3,Caroline Pines,https://co.caroline.va.us/486/Water-Sewer,8779872782,staff,link
10760,3,MORRISTOWN IN,https://www.morristown.in.gov/,7657636012,staff,link
3955,3,Town of Hideout - UT,https://hideoututah.gov/,4356594739,staff,link
2829,3,Kirkland City of,https://www.kirklandwa.gov/government/departments/public-works-department/water,4255873900,staff,link
9752,3,Eureka Springs Water Department,https://www.eurekaspringsar.gov/media/931,4792539600,staff,link
5037,3,Harris County MUD 344,https://mmia.co/district-info/harris-county-mud-344/,2816511618,staff,link
3382,2,Grays Harbor PUD,https://www.ghpud.org/customer-service/service-applications-online-forms/residential-application/,3605386383,staff,link
3833,5,Swansboro Public Works,https://swansboro-nc.org/departments/public-works/,9103264428,staff,link
2981,3,City of Sedro,https://www.sedro-woolley.gov/resources/utility_billing.php?,3608550929,staff,link
10909,2,Jackson City MN,https://www.cityofjacksonmn.com,5078474410,staff,link
3864,5,City of Dallas GA,https://www.dallasga.gov/sanitation/page/trash-pickup,7704438119,staff,link
3925,3,Three Rivers MI,https://www.threeriversmi.org/city-departments/dps/#water,2692731845,staff,link
6358,3,Tuolumne Utilities Disctrict,https://tudwater.com/customer-service/how-do-i/#05,2095325536,staff,link
3999,3,City of Claredon Hills,https://www.clarendonhills.us/,6302865400,partner,link
6018,6,City of Wilmington,https://www.choosewilmingtonde.org/site-selection/utilities/,3025762120,staff,link
9983,3,Solon - IA,https://www.solon-iowa.com/150/water-department,3196243755,staff,link
9370,3,City of Forsyth Water,https://www.cityofforsyth.net/sites/default/files/uploads/forms/residential_utilities_application_001.pdf,4789945649,staff,link
6105,3,South Weber Water System,https://www.southweberwater.com/contact,8014754749,staff,link
608,5,Tracy Disposal,https://www.tdswm.com/,2098350601,staff,link
2384,3,BRAZORIA COUNTY MUD 22,https://mdswater.com/start-stop-transfer-water-service/?MUD22,2812906500,staff,link
15649,2,ElectriCities of North Carolina,https://www.electricities.com/?gad_source=1&gad_campaignid=12650351925&gbraid=0AAAAADhNiBgJD95UPG7Ecbdg-at8sJBfS&gclid=CjwKCAjw_fnFBhB0EiwAH_MfZmSvYo_3xt1ShImax0DrjQ_JtKn4QWvb45Py6I8kP3zmfBXAUYcDeBoC45kQAvD_BwE,7048159300,staff,link
3003,2,San Luis Valley Rural Electric,"https://alamosachamber.com/slv-rural-electric-coop#:~:text=welcome%20to%20slvrec's%20website!,%2c%20conejos%2c%20mineral%20and%20hinsdale.",7198523538,staff,link
4712,3,Woodinville Water District - WA,"https://www.woodinvillewater.com/193/start-stop-service#:~:text=start%20service,your%20service%20address",4254874100,staff,link
3097,3,City of Gonzales Water System,https://gonzalesla.com/utilities/,2256472841,staff,link
3267,3,Franklin County Water & Sewer,https://www.franklincountync.gov/county_services/public_utilities/establishing_new_service.php,9195566177,staff,link
5062,3,City of Commerce,https://commercega.gov/utilities/water-and-sewer,7063354200,staff,link
16044,4,Centerpoint Energy-MN,https://www.centerpointenergy.com/en-us/residential/customer-service/new-customer?sa=mn,8002452377,staff,link
2484,3,Metertex,https://metertex.com/contact-us/,9725245150,staff,link
2878,3,Pluris Utilities,https://www.plurisusa.com/,8887587471,partner,link
8164,6,Petersburg IN,http://www.petersburg.in.gov/waste-water,8123546691,staff,link
4970,3,Cranberry Twp Wtp,https://www.cranberrytownship.org/1271/apply-for-service,7247764806,staff,link
2922,3,City of Dickinson (WCID),https://wcid1.com/,2813371576,staff,link
2925,3,HighPoint Water,https://highpointsud.com/,9725643801,staff,link
2889,3,Harris County MUD 278,https://www.hcmud278.com/,8324901600,staff,link
7379,3,Silver Star Water and Sewer District - MT,https://starswd.com/start-service/?water,2082867388,staff,link
3125,3,Hilbert Waterworks,https://villageofhilbert.com/public_works.php,9208533556,staff,link
5001,3,City of Cornelius,https://www.corneliusor.gov/ub,5033579112,staff,link
3383,3,City of Elma,https://cityofelma.com/,3604822212,staff,link
3393,3,village of Ashwaubenon - WI,https://ashwaubenon.gov/government/departments/water-sewer-utility/,9204922335,partner,link
3211,3,City of La Conner,https://www.townoflaconner.org/210/water-services-rates,3604663933,staff,link
6365,6,Frisco TX,https://www.friscotexas.gov/169/sewers,9722925800,staff,link
11807,3,Augusta Utility - GA,https://www.augustaga.gov/2771/Utilities,7068211851,staff,link
11778,3,Lewisburg Water Works,https://cityoflewisburgky.com/contact/,2707554828,staff,link
3411,3,WESTERN MWD - MURRIETA DIVISION,https://westernwaterca.gov/111/start-stop-service,9515717104,staff,link
2986,3,City of Oro Valley - AZ,https://www.orovalleyaz.gov/government/departments/water-utility,5202295000,staff,link
7382,3,Belmont Water Division - MA,https://www.belmont-ma.gov/418/water-division,6179932800,staff,link
